ProteinIDs,gene,peptides,intensity_total_01,intensity_L_01,intensity_H_01,intensity_total_1,intensity_L_1,intensity_H_1,intensity_total_10,intensity_L_10,intensity_H_10,intensity_total_100,intensity_L_100,intensity_H_100,intensity_total_1000,intensity_L_1000,intensity_H_1000,MaxQuant_ratio_type,maxquant_ratio_01,maxquant_ratio_1,maxquant_ratio_10,maxquant_ratio_100,maxquant_ratio_1000,maxquant_ratio_normalized_01,maxquant_ratio_normalized_1,maxquant_ratio_normalized_10,maxquant_ratio_normalized_100,maxquant_ratio_normalized_1000,promoter,date,wt_sequence,control_sequence,strain,media,binding_additions,replicate,spec_machine,labeling
P08244,pyrF,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08312,pheS,4,90518000,85348000,5169500,92770000,51214000,41556000,36286000,4570000,31716000.0,42591000,2935000,39656000,35735000,2904200.0,32831000,Median,0.066446,0.75282,7.0732,20.278,8.1536,0.87152,0.99605,0.92329,0.38845,6.3812,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08331,cpdB,3,0,0,0,0,0,0,0,0,0.0,0,0,0,853450,0.0,853450,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08373,murB,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08390,usg,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08506,dacC,3,51934000,49270000,2663900,40159000,26801000,13359000,12999000,1799200,11200000.0,6154200,0,6154200,0,0.0,0,Median,0.056209,0.47648,3.8641,,,0.69754,0.6133,0.52885,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08622,dnaJ,2,25148000,22844000,2304100,0,0,0,0,0,0.0,5182800,531620,4651200,0,0.0,0,Median,0.089063,,,7.111,,1.1383,,,1.1337,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08839,ptsI,21,2385900000,2205000000,180920000,3028200000,1639500000,1388700000,618580000,58248000,560330000.0,446290000,7344000,438950000,384970000,1107100.0,383860000,Median,0.080113,0.79592,8.4907,61.397,80.094,0.98308,1.0497,1.1369,1.3778,123.63,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08956,hsdR,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P08997,aceB,17,6427200000,6232000000,195220000,6330300000,4610100000,1720100000,1437100000,271840000,1165200000.0,978760000,33409000,945350000,707110000,3767100.0,703340000,Median,0.036586,0.36612,4.1363,24.716,454.48,0.50347,0.46785,0.51807,0.53858,553.91,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09030,xthA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,3647000,0.0,3647000,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09053,avtA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09127,hemX,3,0,0,0,1341400,594540,746860,0,0,0.0,0,0,0,0,0.0,0,Median,,0.94151,,,,,1.2571,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09147,galE,10,591890000,550460000,41433000,1337600000,748060000,589510000,157560000,18842000,138710000.0,151690000,2647800,149040000,55950000,224130.0,55726000,Median,0.076229,0.7471,6.3105,45.314,54.794,1.0499,1.0301,1.0069,1.5895,39.725,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09148,galT,7,118950000,74203000,44743000,166680000,97862000,68820000,27332000,2821900,24510000.0,9940100,801310,9138800,6001100,494180.0,5506900,Median,0.10869,0.70321,6.276,9.4591,15.088,1.2424,0.97097,0.95186,1.6,23.288,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09151,leuA,13,1269500000,1182100000,87383000,1184900000,710910000,474030000,280160000,29905000,250250000.0,170620000,4071800,166550000,96842000,721300.0,96120000,Median,0.071206,0.68496,6.9459,31.679,146.43,0.919,0.89443,0.9043,1.3054,226.02,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09169,ompT,9,359640000,351560000,8076700,466910000,336300000,130610000,68109000,20769000,47340000.0,33942000,1483000,32459000,22977000,518930.0,22458000,Median,0.023145,0.38575,2.3379,15.474,16.607,0.32353,0.51039,0.35891,0.33981,25.632,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09323,nagE,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09372,grpE,3,290940000,276850000,14090000,223820000,143730000,80091000,65402000,10641000,54761000.0,19248000,923890,18324000,21124000,211350.0,20913000,Median,0.055183,0.4956,3.9613,18.198,37.927,0.75752,0.6685,0.63339,0.43285,58.541,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09373;P42632,pflB,25,2608800000,2398900000,209830000,2531300000,1485600000,1045700000,587690000,66369000,521320000.0,604680000,14941000,589740000,503070000,8924100.0,494150000,Median,0.077048,0.71736,7.4216,53.972,41.065,1.0062,0.93622,0.96976,1.0433,63.384,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09424,mtlD,8,144630000,138620000,6015700,131280000,86621000,44661000,27826000,4147800,23679000.0,9209300,540590,8668700,4663800,0.0,4663800,Median,0.042834,0.44153,5.6101,17.58,,0.54917,0.61054,0.87614,3.4369,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09551,argT,10,255300000,235230000,20074000,307110000,150300000,156800000,141960000,14963000,127000000.0,94205000,3216900,90988000,145870000,1896500.0,143970000,Median,0.08259,0.96944,10.883,36.574,38.579,1.0628,1.3125,1.3711,0.918,59.546,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09831,gltB,12,0,0,0,12232000,5914300,6317200,209260000,14897000,194360000.0,6072500,0,6072500,4120100,0.0,4120100,Median,,1.0409,10.215,,,,1.4646,1.5432,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P09832,gltD,20,676220000,612950000,63277000,1121200000,541790000,579400000,237370000,18905000,218470000.0,242310000,3842500,238470000,147620000,3905300.0,143720000,Median,0.10962,1.0789,11.285,52.128,14.19,1.3549,1.4114,1.3715,1.5458,13.263,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6A3,ackA,5,166430000,152170000,14262000,308950000,173390000,135560000,36035000,3948600,32087000.0,26895000,607300,26287000,42207000,620500.0,41586000,Median,0.085557,0.71304,7.8368,29.414,34.715,1.175,0.93334,1.1286,1.0923,53.583,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6A6,leuC,7,284840000,255040000,29802000,440430000,198350000,242080000,136970000,9289900,127680000.0,199150000,1437600,197710000,111620000,548640.0,111070000,Median,0.11915,1.1782,17.085,95.391,42.267,1.5338,1.6024,2.3811,1.6638,47.529,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6A8,acpP,5,87516000,81346000,6169300,234670000,137090000,97578000,17340000,1769200,15571000.0,0,0,0,33770000,235220.0,33535000,Median,0.068237,0.61263,8.9659,,144.24,0.93839,0.81057,1.1563,,222.64,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6B7,iscS,6,191540000,184970000,6567200,289140000,179430000,109710000,50486000,8034900,42451000.0,75546000,3184100,72362000,19872000,440450.0,19432000,Median,0.040471,0.64703,4.9011,18.948,18.489,0.56382,0.89586,0.75184,0.87661,6.1566,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6D3,aroA,6,72640000,67325000,5315100,95557000,48437000,47120000,50584000,4610600,45973000.0,35847000,405290,35441000,12653000,0.0,12653000,Median,0.083571,0.97771,8.3057,42.16,,1.0879,1.2637,1.2725,1.7954,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6D7,aroK,2,13320000,12059000,1260500,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.13522,,,,,1.5225,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6E4,argG,11,925700000,872620000,53079000,892360000,536640000,355720000,355610000,102760000,252850000.0,315600000,49414000,266180000,277190000,76124000.0,201060000,Median,0.065533,0.64754,6.6304,37.246,0.35558,0.87246,0.87386,0.83016,1.0231,0.54883,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6E6,atpC,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6F1,carA,6,173390000,157980000,15408000,103340000,54215000,49122000,131490000,10690000,120800000.0,153070000,1947700,151120000,76057000,0.0,76057000,Median,0.093914,0.87233,9.6539,58.233,,1.2756,1.1847,1.1354,1.1571,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6F5,groL,24,18096000000,17208000000,887160000,17821000000,12145000000,5676100000,4630700000,811690000,3819000000.0,3456900000,103730000,3353200000,3192900000,45645000.0,3147300000,Median,0.045355,0.45801,4.8286,33.846,81.459,0.60877,0.58176,0.58637,0.65393,54.785,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6F9,groS,5,545650000,525400000,20254000,362190000,254700000,107490000,74122000,11672000,62450000.0,133550000,4566700,128990000,141880000,149640.0,141730000,Median,0.039473,0.45187,4.5793,23.201,48.448,0.53777,0.62251,0.62827,0.74202,74.781,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6H1,clpX,5,6119200,5720100,399130,13829000,9279700,4549000,0,0,0.0,0,0,0,3235300,0.0,3235300,Median,0.064345,0.68507,,,,0.62161,0.9339,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6H5,hslU,9,158750000,150180000,8569600,217700000,146230000,71470000,43716000,6200400,37515000.0,12641000,484790,12156000,11692000,19757.0,11672000,Median,0.06427,0.49141,6.3765,20.883,49.09,0.8224,0.65129,0.93342,3.6763,75.771,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6J5,dadA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6J8,ddlA,2,0,0,0,15959000,10849000,5110500,10037000,1041700,8995000.0,0,0,0,6808200,0.0,6808200,Median,,0.6345,7.4827,,,,0.87439,1.1145,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6K3,def,2,31320000,12511000,18809000,12418000,6779000,5638900,0,0,0.0,0,0,0,0,0.0,0,Median,0.2554,0.72939,,,,0.98726,1.0237,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6K6,deoB,10,501440000,470760000,30677000,408560000,263590000,144980000,86897000,11609000,75287000.0,82153000,1604700,80548000,77768000,691340.0,77076000,Median,0.061383,0.48765,5.9167,18.987,32.186,0.77594,0.66531,0.89961,3.4806,49.679,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6L0,deoC,5,274260000,261610000,12651000,264100000,173670000,90420000,76381000,9316700,67064000.0,49924000,1547200,48377000,23712000,742960.0,22969000,Median,0.055559,0.58017,7.1715,25.427,13.925,0.62393,0.79677,0.96451,0.8131,21.493,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6L2,dapA,5,261740000,237580000,24155000,310700000,175900000,134800000,88673000,11093000,77579000.0,100280000,1065300,99210000,100290000,235380.0,100050000,Median,0.067582,0.78822,6.725,55.245,52.039,0.90454,1.0436,0.83893,1.2981,80.323,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6M8,fusA,26,5496400000,5021400000,475030000,5779700000,3139300000,2640300000,1700200000,166270000,1533900000.0,1525500000,23978000,1501500000,954520000,4729900.0,949790000,Median,0.077686,0.80072,8.7736,56.768,1314.0,1.027,1.0459,1.0566,1.1525,1845.3,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6N4,efp,3,20851000,18682000,2168800,132930000,71771000,61156000,15969000,2440400,13529000.0,0,0,0,10148000,0.0,10148000,Median,0.1478,0.99271,9.9384,,,1.5597,1.3072,1.4413,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6N8,yeiP,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6P1,tsf,17,1450000000,1344200000,105840000,1883400000,1006800000,876560000,727590000,67033000,660550000.0,463830000,11799000,452030000,346920000,1449900.0,345470000,Median,0.076726,0.8322,8.827,50.027,64.69,1.0289,1.1199,1.1727,1.8807,72.866,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6P5,der,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6P7,engB,2,61900000,56562000,5338000,82697000,40108000,42590000,13140000,1216900,11923000.0,12313000,0,12313000,0,0.0,0,Median,0.11114,1.0508,10.7,,,1.4337,1.4222,1.4642,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6P9,eno,23,6910600000,6463500000,447100000,11151000000,6434500000,4716200000,2294200000,256090000,2038100000.0,2149900000,45454000,2104400000,1441100000,7237700.0,1433900000,Median,0.070374,0.71122,7.6864,47.124,646.08,0.9307,0.90629,0.95271,0.98696,1520.2,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6Q3,fabA,6,348950000,326270000,22680000,633350000,370720000,262630000,86347000,9576800,76770000.0,73624000,1861100,71763000,58622000,160200.0,58462000,Median,0.068464,0.71472,7.5274,39.557,13.064,0.88732,0.95063,1.0611,1.2991,20.165,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6Q6,fabZ,1,20547000,19397000,1149500,0,0,0,0,0,0.0,0,0,0,1878000,66384.0,1811600,Median,0.051402,,,,18.117,0.63812,,,,11.499,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6R0,fabH,1,93675000,87043000,6632500,69230000,39059000,30171000,45774000,3643500,42130000.0,45663000,734350,44929000,32209000,0.0,32209000,Median,0.082305,0.79518,10.838,56.269,,1.1365,1.0464,1.2567,1.0637,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6S7,gpsA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6T1,pgi,22,2345800000,2204800000,141050000,2250900000,1371200000,879690000,506440000,62763000,443680000.0,507260000,10576000,496690000,241740000,1090400.0,240650000,Median,0.060306,0.63358,6.8296,47.824,70.998,0.82532,0.82352,0.86468,0.96219,109.59,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6T3,galK,5,249600000,235460000,14139000,176200000,104230000,71971000,134290000,15903000,118380000.0,48165000,255990,47909000,63716000,0.0,63716000,Median,0.060328,0.7033,6.8078,51.998,,0.83536,0.95658,0.81104,2.9819,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6T5,folE,6,108350000,92219000,16129000,140940000,57234000,83703000,89412000,7384600,82027000.0,57338000,390630,56947000,60519000,28831.0,60491000,Median,0.14072,1.4143,9.5396,9.9231,12.481,1.5852,1.8677,1.1968,2.2465,19.264,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6T9,gcvH,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1794700,0.0,1794700,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6V1,glgC,3,57133000,52973000,4159800,47765000,27803000,19962000,15444000,1555300,13889000.0,7273100,672890,6600200,12144000,0.0,12144000,Median,0.09455,0.72717,9.0734,5.0857,,1.0731,0.95743,1.1969,0.50426,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6V8,glk,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6W5,greA,1,0,0,0,10889000,5691500,5197500,0,0,0.0,0,0,0,0,0.0,0,Median,,0.82848,,,,,1.1364,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6W9,gshA,4,29011000,26352000,2658600,49511000,30047000,19463000,4551300,763540,3787700.0,6584400,391630,6192700,0,0.0,0,Median,0.11428,0.64852,2.175,18.638,,1.3011,0.85989,0.3618,5.528,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6X7,ihfA,3,67634000,63511000,4123400,92164000,52252000,39912000,42012000,6267000,35745000.0,2697400,55348,2642000,759610,0.0,759610,Median,0.072275,0.65297,4.1609,32.793,,0.82605,0.87896,0.68437,12.006,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6Y1,ihfB,4,114700000,107840000,6853700,301120000,194680000,106450000,151430000,20839000,130590000.0,80050000,2104700,77945000,52778000,254160.0,52524000,Median,0.059473,0.54228,6.1722,34.671,82.646,0.81148,0.70732,0.84443,0.63993,127.56,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6Y8,dnaK,24,4032700000,3823500000,209270000,4816500000,3224100000,1592400000,1150900000,178050000,972870000.0,899240000,26302000,872930000,819500000,6495000.0,813000000,Median,0.048895,0.48907,5.228,27.519,424.81,0.66476,0.63477,0.69712,0.88882,33.391,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A6Z3,htpG,23,1552100000,1487100000,65076000,1347900000,986290000,361640000,244190000,46738000,197450000.0,199240000,8368400,190870000,168800000,1959700.0,166840000,Median,0.041024,0.37211,3.881,17.588,94.428,0.57792,0.49643,0.61287,0.81193,30.33,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A705;P0A705-3;P0A705-2,infB,17,166930000,156360000,10576000,243250000,143440000,99812000,99010000,13467000,85542000.0,54958000,1019800,53938000,69071000,125960.0,68945000,Median,0.070667,0.63836,6.1978,40.149,9.7304,0.80551,0.84113,0.91881,0.91474,15.019,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A707,infC,4,54918000,51691000,3227200,118170000,65219000,52956000,54379000,5894500,48485000.0,12598000,0,12598000,16324000,330190.0,15994000,Median,0.079307,0.76055,8.6746,,28.053,1.0698,1.0105,1.0937,,43.301,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A715,kdsA,7,293590000,276780000,16807000,275510000,173330000,102180000,77435000,9626400,67809000.0,85558000,4146200,81411000,48338000,1051400.0,47286000,Median,0.045059,0.59346,5.3529,39.12,12.203,0.58389,0.78551,0.79187,0.97505,3.6097,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A717,prs,1,37228000,33780000,3447900,23919000,13677000,10241000,9779800,901350,8878400.0,11222000,0,11222000,0,0.0,0,Median,0.083678,0.78256,9.178,,,1.0816,1.1007,1.2943,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A722,lpxA,4,14423000,13646000,776580,0,0,0,140880,18375,122510.0,0,0,0,133170,0.0,133170,Median,0.063468,,7.5318,,,0.67962,,1.5955,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A729,yceF,1,0,0,0,40495000,25690000,14806000,3214500,383750,2830700.0,0,0,0,0,0.0,0,Median,,0.50884,9.5142,,,,0.65501,1.623,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A731,mgsA,2,0,0,0,7101200,4020400,3080800,0,0,0.0,0,0,0,0,0.0,0,Median,,0.53226,,,,,0.71312,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A734,minE,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A738,moaC,1,0,0,0,8648300,5217300,3431000,0,0,0.0,0,0,0,0,0.0,0,Median,,0.60519,,,,,0.78932,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A746,msrB,1,5136400,5136400,0,8460000,4220900,4239100,0,0,0.0,0,0,0,0,0.0,0,Median,,0.81935,,,,,1.0288,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A749,murA,4,11372000,10582000,789140,33759000,17032000,16727000,16691000,1626600,15065000.0,18118000,732820,17385000,8404700,38952.0,8365700,Median,0.070009,0.89679,9.4209,28.571,146.51,0.76797,1.2151,1.39,1.9209,226.14,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A759,nagB,1,69361000,63204000,6156200,40617000,24668000,15949000,22991000,3494400,19497000.0,27989000,380600,27609000,12897000,0.0,12897000,Median,0.12814,0.7113,5.5568,27.732,,1.7521,0.91563,0.69878,0.58808,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A763,ndk,2,192630000,174990000,17639000,211900000,113370000,98525000,78839000,11078000,67761000.0,18148000,439550,17709000,21188000,0.0,21188000,Median,0.070133,0.73426,7.8753,21.136,,1.0401,1.0137,1.2181,1.1002,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A780,nusB,2,0,0,0,2746000,1717700,1028200,0,0,0.0,0,0,0,0,0.0,0,Median,,0.62968,,,,,0.82124,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A784,orn,2,0,0,0,39563000,25150000,14413000,0,0,0.0,0,0,0,3580000,3580000.0,0,Median,,0.60599,,,,,0.7799,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A786,pyrB,7,662140000,597120000,65016000,1126300000,526230000,600030000,438330000,33819000,404510000.0,477030000,5556600,471470000,380470000,1177200.0,379300000,Median,0.10668,1.1489,12.003,99.315,195.56,1.4454,1.4988,1.3833,1.8198,301.85,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P0A794,pdxJ,4,30678000,28378000,2300300,23492000,13936000,9555600,16571000,2084500,14486000.0,11633000,1000300,10632000,9148900,347480.0,8801400,Median,0.095441,0.61994,7.5436,7.9055,14.027,1.0153,0.86852,1.1186,0.30547,21.651,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
